1 0.00
2 0.00
4 0.00
8 0.00
16 0.00
32 0.00
64 0.00
128 0.00
256 0.00
512 0.00
1024 0.00
2048 0.00
4096 0.00
8192 0.00
16384 0.00
32768 0.00
65536 0.01
131072 0.02
262144 0.04
524288 0.09
1048576 0.18
2097152 Command terminated by signal 2
0.32
4194304 Command terminated by signal 2
0.31
8388608 Command terminated by signal 2
0.27
