1 0.00
2 0.00
4 0.00
8 0.00
16 0.00
32 0.00
64 0.00
128 0.00
256 0.00
512 0.00
1024 0.00
2048 0.01
4096 0.06
8192 0.24
16384 0.97
32768 3.95
65536 15.65
